@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
21, 81, 164, 3800, groats
21, 174, 104, 10075, groats
19, 135, 128, 1708, groats
27, 74, 172, 1560, groats
21, 120, 142, 1856, groats
22, 88, 171, 2070, groats
25, 86, 157, 2170, groats
26, 108, 154, 2088, groats
24, 86, 161, 2170, groats
24, 90, 176, 2368, groats
29, 69, 163, 2627, groats
29, 83, 141, 2560, groats
22, 89, 154, 2960, groats
20, 134, 143, 2449, groats
26, 110, 146, 2730, groats
25, 107, 148, 2916, groats
23, 124, 138, 2706, groats
20, 133, 132, 2805, groats
21, 88, 166, 2940, groats
22, 135, 138, 3045, groats
22, 130, 153, 2975, groats
23, 122, 142, 3168, groats
23, 94, 163, 3240, groats
19, 153, 142, 3003, groats
22, 113, 167, 2700, groats
22, 55, 163, 3404, groats
23, 105, 158, 3230, groats
22, 96, 156, 3496, groats
19, 95, 163, 3458, groats
24, 115, 142, 3330, groats
23, 88, 171, 3300, groats
23, 94, 147, 3800, groats
21, 88, 162, 3636, groats
29, 64, 168, 2380, groats
24, 91, 162, 2117, groats
22, 91, 146, 2442, groats
23, 89, 161, 2088, groats
25, 93, 154, 2442, groats
25, 77, 183, 2541, groats
24, 77, 172, 2204, groats
24, 87, 156, 1950, groats
25, 83, 154, 2387, groats
30, 63, 159, 2541, groats
26, 91, 152, 2618, groats
18, 133, 152, 2730, groats
30, 66, 146, 2214, groats
26, 85, 174, 2656, groats
25, 95, 158, 2754, groats
26, 80, 163, 2870, groats
28, 80, 166, 2997, groats
23, 124, 138, 2407, groats
18, 145, 120, 3096, groats
26, 63, 174, 3010, groats
19, 65, 156, 3168, groats
19, 140, 142, 3534, groats
24, 100, 150, 3404, groats
15, 154, 111, 3162, groats
22, 104, 147, 3515, groats
26, 103, 151, 3948, groats
20, 102, 168, 3520, groats
22, 92, 158, 3822, groats
12, 159, 93, 3515, groats
23, 88, 176, 3811, groats
23, 78, 174, 1836, groats
24, 104, 147, 2139, groats
22, 80, 186, 2336, groats
23, 150, 122, 2220, groats
23, 119, 141, 2442, groats
23, 92, 153, 2409, groats
23, 96, 146, 2496, groats
23, 83, 160, 2442, groats
23, 69, 167, 2574, groats
24, 116, 130, 2607, groats
24, 103, 144, 2739, groats
23, 102, 153, 3485, groats
21, 112, 128, 3192, groats
22, 133, 144, 2640, groats
24, 146, 117, 3115, groats
23, 70, 168, 3382, groats
28, 99, 144, 3240, groats
24, 77, 176, 3306, groats
25, 95, 158, 3456, groats
22, 87, 156, 3589, groats
20, 110, 137, 3880, groats
24, 91, 166, 3564, groats
26, 110, 144, 6860, groats
20, 80, 176, 3838, groats
20, 104, 137, 3708, groats
26, 100, 146, 2059, groats
25, 84, 151, 2336, groats
19, 69, 162, 2584, groats
28, 84, 161, 1950, groats
27, 90, 141, 2294, groats
27, 113, 140, 2220, groats
21, 129, 136, 2464, groats
22, 77, 165, 2541, groats
32, 81, 157, 2432, groats
26, 98, 156, 2268, groats
25, 79, 167, 2604, groats
27, 90, 164, 3010, groats
30, 78, 161, 2905, groats
29, 70, 154, 2988, groats
25, 93, 183, 3230, groats
22, 169, 80, 3060, groats
23, 84, 151, 3071, groats
23, 101, 170, 3045, groats
25, 79, 148, 3071, groats
25, 128, 128, 3080, groats
25, 95, 167, 2436, groats
24, 123, 131, 3154, groats
23, 80, 168, 3240, groats
24, 94, 144, 3204, groats
24, 82, 172, 3510, groats
22, 125, 139, 1664, groats
18, 109, 126, 1736, groats
21, 56, 182, 1820, groats
22, 115, 180, 2772, groats
25, 70, 160, 2628, groats
26, 88, 151, 2250, groats
18, 151, 127, 2368, groats
21, 99, 150, 2294, groats
23, 99, 142, 2730, groats
26, 88, 148, 2496, groats
27, 99, 155, 2574, groats
24, 117, 131, 2800, groats
24, 90, 156, 3237, groats
22, 82, 171, 2573, groats
21, 99, 149, 2940, groats
21, 105, 153, 3306, groats
24, 67, 172, 2937, groats
19, 129, 148, 3080, groats
22, 114, 132, 3162, groats
23, 90, 151, 3478, groats
26, 82, 177, 3627, groats
21, 84, 154, 3255, groats
21, 85, 147, 3420, groats
26, 93, 143, 3948, groats
24, 97, 145, 3430, groats
22, 105, 141, 3564, groats
18, 144, 108, 1680, groats
26, 92, 136, 2240, groats
25, 58, 194, 2220, groats
23, 74, 178, 2160, groats
27, 92, 147, 2695, groats
25, 98, 148, 2812, groats
20, 122, 127, 2400, groats
25, 97, 158, 2352, groats
26, 57, 183, 2808, groats
23, 90, 155, 2960, groats
27, 83, 159, 2604, groats
20, 158, 116, 3240, groats
21, 103, 141, 3060, groats
24, 83, 147, 2970, groats
22, 106, 163, 3150, groats
25, 106, 151, 3094, groats
25, 77, 145, 5022, groats
24, 112, 155, 3185, groats
24, 83, 156, 3420, groats
24, 75, 195, 3534, groats
23, 102, 162, 3456, groats
24, 82, 140, 3496, groats
26, 87, 161, 3648, groats
25, 107, 136, 3168, groats
21, 109, 131, 3456, groats
20, 86, 166, 3822, groats
20, 66, 169, 3465, groats
29, 78, 144, 3636, groats
57, 83, 34, 6093, groats
49, 44, 46, 2795, groats
24, 77, 169, 3080, groats
26, 89, 174, 2774, groats
22, 96, 157, 3519, groats
23, 101, 162, 3978, groats
21, 98, 162, 2886, groats
25, 93, 157, 3060, groats
27, 86, 154, 2581, groats
17, 109, 157, 2706, groats
25, 83, 168, 4320, groats
23, 85, 173, 4664, groats
18, 119, 141, 3185, groats
20, 126, 119, 3738, groats
21, 148, 129, 4094, groats
22, 103, 129, 3913, groats
20, 134, 129, 3648, groats
23, 89, 155, 3276, groats
25, 76, 151, 3731, groats
24, 90, 164, 3162, groats
21, 86, 154, 3072, groats
22, 77, 170, 3666, groats
23, 104, 162, 3783, groats
21, 166, 118, 3838, groats
18, 111, 145, 3589, groats
27, 74, 172, 3168, groats
25, 111, 151, 3465, groats
27, 88, 163, 4300, groats
19, 136, 146, 4500, groats
27, 108, 111, 4017, groats
23, 85, 192, 6943, groats
34, 72, 160, 3082, groats
24, 84, 163, 1764, groats
24, 78, 161, 2240, groats
24, 95, 142, 1972, groats
25, 86, 169, 2448, groats
23, 65, 165, 2695, groats
24, 82, 175, 2881, groats
22, 108, 139, 2625, groats
29, 77, 169, 2652, groats
22, 96, 156, 2541, groats
25, 94, 160, 2788, groats
23, 93, 148, 2752, groats
22, 109, 140, 2607, groats
23, 116, 145, 3784, groats
20, 86, 148, 2924, groats
28, 55, 172, 2656, groats
26, 98, 159, 3515, groats
25, 103, 149, 3441, groats
21, 88, 173, 3185, groats
22, 107, 138, 3783, groats
23, 126, 127, 3367, groats
20, 174, 123, 3724, groats
24, 87, 172, 3588, groats
24, 85, 159, 3135, groats
21, 88, 179, 3880, groats
23, 93, 161, 3366, groats
22, 96, 143, 3348, groats
24, 97, 155, 3605, groats
22, 84, 164, 3619, groats
25, 85, 150, 2325, groats
25, 78, 157, 2775, groats
20, 118, 140, 2754, groats
18, 96, 156, 2320, groats
27, 81, 160, 2822, groats
22, 111, 120, 3081, groats
24, 100, 148, 3182, groats
24, 90, 144, 2940, groats
24, 99, 144, 3108, groats
24, 89, 154, 2904, groats
23, 111, 142, 2975, groats
22, 122, 123, 3627, groats
27, 92, 166, 2914, groats
26, 97, 158, 3430, groats
26, 118, 127, 3552, groats
25, 106, 145, 3880, groats
15, 101, 104, 3549, groats
21, 105, 160, 3838, groats
23, 80, 166, 3430, groats
20, 134, 126, 3708, groats
24, 89, 167, 4290, groats
25, 102, 157, 1792, groats
28, 74, 149, 2263, groats
24, 95, 155, 2356, groats
27, 100, 143, 2475, groats
24, 95, 153, 2496, groats
27, 82, 158, 2730, groats
29, 71, 162, 2844, groats
25, 92, 155, 2997, groats
23, 85, 165, 2856, groats
24, 87, 170, 2788, groats
23, 82, 168, 2430, groats
21, 125, 139, 2592, groats
25, 72, 170, 2592, groats
24, 90, 156, 2349, groats
27, 73, 151, 2940, groats
23, 102, 137, 3132, groats
23, 80, 165, 2871, groats
26, 77, 168, 2639, groats
24, 99, 150, 3458, groats
26, 77, 156, 3264, groats
18, 122, 130, 3348, groats
22, 159, 120, 3534, groats
21, 84, 166, 3500, groats
24, 89, 161, 3500, groats
26, 108, 146, 3465, groats
24, 92, 160, 4251, groats
23, 123, 137, 2030, groats
24, 87, 172, 1704, groats
23, 93, 150, 2280, groats
20, 95, 167, 1976, groats
22, 134, 143, 2808, groats
24, 77, 159, 2695, groats
23, 136, 137, 2400, groats
25, 83, 163, 2754, groats
25, 72, 155, 2880, groats
18, 154, 121, 2772, groats
23, 98, 140, 2656, groats
27, 90, 156, 3045, groats
21, 131, 128, 3145, groats
26, 79, 167, 2088, groats
25, 97, 153, 2720, groats
22, 102, 147, 3362, groats
22, 98, 177, 2552, groats
24, 80, 149, 3115, groats
18, 177, 104, 3150, groats
22, 129, 148, 2759, groats
23, 83, 166, 3008, groats
21, 106, 147, 3441, groats
26, 87, 132, 3255, groats
23, 108, 151, 3552, groats
27, 86, 140, 3588, groats
22, 133, 140, 3744, groats
27, 94, 162, 3360, groats
22, 92, 155, 3744, groats
24, 147, 113, 4173, groats
21, 126, 150, 5520, groats
21, 133, 155, 2673, groats
24, 55, 176, 2030, groats
21, 89, 167, 2432, groats
28, 92, 156, 2414, groats
26, 90, 158, 2528, groats
22, 68, 162, 2640, groats
24, 112, 137, 2788, groats
30, 76, 150, 2625, groats
24, 133, 128, 2805, groats
22, 77, 180, 2324, groats
25, 90, 144, 2560, groats
20, 134, 137, 2838, groats
26, 79, 167, 2752, groats
23, 129, 127, 3256, groats
23, 56, 172, 2552, groats
23, 102, 155, 2816, groats
20, 128, 135, 2816, groats
23, 76, 181, 3150, groats
24, 82, 152, 3132, groats
21, 90, 179, 3640, groats
25, 73, 175, 3204, groats
24, 87, 144, 3534, groats
26, 90, 158, 3420, groats
23, 100, 165, 3744, groats
25, 141, 123, 3528, groats
25, 86, 152, 3465, groats
20, 141, 130, 3952, groats
24, 111, 170, 3605, groats
20, 88, 171, 3536, groats
24, 95, 153, 3774, groats
21, 108, 144, 6900, groats
25, 80, 157, 1917, groats
20, 78, 160, 2387, groats
22, 98, 171, 2356, groats
24, 99, 172, 2000, groats
26, 74, 169, 2496, groats
24, 86, 158, 2320, groats
21, 130, 131, 2870, groats
23, 89, 166, 2592, groats
19, 122, 117, 2592, groats
21, 75, 170, 2960, groats
22, 86, 169, 2552, groats
23, 82, 155, 2320, groats
27, 100, 155, 3094, groats
24, 80, 184, 2988, groats
23, 106, 147, 2958, groats
22, 105, 172, 3471, groats
24, 94, 158, 3060, groats
25, 77, 152, 2970, groats
26, 79, 162, 3069, groats
22, 70, 172, 3128, groats
26, 65, 148, 2976, groats
23, 89, 166, 3069, groats
25, 89, 169, 3360, groats
21, 150, 124, 3456, groats
25, 124, 132, 3700, groats
24, 127, 108, 4000, groats
15, 89, 163, 2883, groats
24, 73, 158, 3366, groats
25, 81, 166, 2170, groats
25, 76, 167, 1836, groats
24, 78, 174, 2170, groats
24, 91, 166, 2475, groats
26, 64, 176, 2400, groats
26, 77, 163, 2528, groats
26, 75, 166, 2480, groats
24, 83, 170, 2560, groats
25, 81, 157, 2640, groats
24, 91, 148, 3010, groats
21, 95, 145, 3034, groats
22, 136, 135, 2752, groats
24, 88, 169, 3115, groats
25, 97, 163, 2940, groats
25, 54, 184, 3060, groats
28, 91, 159, 3276, groats
23, 77, 176, 3080, groats
19, 100, 173, 3115, groats
23, 68, 147, 3330, groats
24, 99, 149, 3128, groats
25, 73, 179, 3456, groats
24, 97, 155, 3072, groats
18, 122, 130, 3400, groats
27, 123, 122, 3737, groats
23, 64, 164, 3267, groats
19, 149, 145, 3900, groats
22, 155, 120, 4017, groats
24, 86, 158, 3848, groats
20, 159, 111, 3366, groats
26, 88, 182, 3811, groats
19, 100, 164, 3952, groats
23, 115, 155, 1875, groats
21, 109, 141, 2496, groats
25, 86, 131, 1701, groats
28, 92, 169, 2720, groats
23, 123, 137, 2592, groats
24, 100, 156, 3969, groats
26, 97, 160, 2336, groats
29, 64, 171, 2880, groats
22, 88, 168, 2573, groats
24, 65, 172, 2720, groats
24, 64, 175, 2739, groats
19, 98, 159, 2924, groats
26, 78, 163, 3185, groats
25, 73, 153, 2624, groats
25, 74, 162, 2697, groats
20, 82, 158, 3024, groats
24, 91, 187, 3128, groats
22, 84, 166, 3276, groats
23, 86, 163, 2914, groats
24, 103, 134, 3534, groats
23, 144, 135, 3589, groats
24, 95, 155, 3564, groats
26, 134, 124, 3535, groats
26, 83, 153, 3534, groats
22, 157, 122, 3395, groats
25, 87, 168, 3978, groats
29, 78, 157, 3420, groats
25, 100, 156, 4576, groats
20, 125, 133, 3710, groats
28, 74, 168, 2146, groats
21, 115, 138, 2175, groats
25, 73, 168, 2059, groats
24, 97, 155, 2464, groats
29, 83, 141, 2175, groats
27, 83, 169, 2788, groats
21, 112, 144, 2240, groats
27, 71, 169, 2560, groats
23, 83, 156, 2728, groats
25, 84, 155, 3060, groats
25, 104, 147, 2117, groats
21, 110, 148, 3168, groats
19, 152, 124, 3220, groats
23, 105, 148, 3515, groats
20, 102, 157, 2970, groats
22, 96, 154, 3960, groats
21, 92, 149, 3367, groats
24, 70, 160, 3534, groats
9, 137, 78, 3861, groats
19, 137, 104, 3636, groats
25, 71, 150, 3290, groats
25, 123, 118, 3600, groats
23, 106, 149, 4218, groats
25, 82, 159, 1855, groats
24, 86, 155, 1904, groats
22, 123, 133, 2475, groats
19, 120, 132, 2528, groats
21, 109, 145, 2660, groats
26, 96, 160, 4002, groats
28, 56, 165, 2656, groats
25, 93, 150, 2475, groats
24, 99, 155, 3150, groats
22, 76, 168, 2808, groats
24, 90, 161, 2656, groats
26, 97, 161, 2370, groats
25, 72, 162, 2146, groats
23, 95, 155, 2240, groats
26, 83, 166, 2805, groats
26, 92, 178, 3220, groats
23, 94, 146, 3115, groats
24, 97, 157, 2670, groats
24, 98, 154, 2970, groats
27, 92, 164, 3234, groats
29, 67, 157, 2656, groats
24, 86, 157, 3762, groats
22, 128, 140, 3700, groats
21, 134, 118, 4066, groats
20, 128, 131, 3708, groats
24, 105, 139, 2871, groats
22, 128, 149, 3219, groats
21, 74, 156, 4329, groats
24, 119, 124, 3740, groats
81, 80, 32, 6093, groats
8, 51, 60, 2735, groats
23, 118, 141, 2660, groats
22, 106, 149, 2409, groats
25, 83, 179, 2880, groats
27, 77, 180, 3160, groats
19, 93, 162, 2700, groats
24, 103, 151, 2800, groats
24, 90, 167, 2574, groats
26, 97, 158, 3160, groats
22, 78, 195, 2720, groats
28, 74, 178, 2688, groats
26, 82, 174, 3154, groats
25, 86, 157, 3320, groats
24, 83, 150, 3393, groats
25, 84, 161, 2890, groats
26, 92, 166, 3458, groats
24, 101, 151, 2958, groats
18, 120, 127, 3108, groats
18, 120, 113, 2924, groats
22, 99, 141, 3132, groats
30, 73, 157, 3204, groats
20, 128, 141, 3608, groats
24, 139, 99, 4743, groats
21, 119, 131, 3384, groats
21, 125, 137, 3724, groats
23, 117, 137, 3737, groats
25, 80, 153, 3430, groats
22, 77, 178, 6510, groats
20, 96, 172, 1586, groats
23, 106, 164, 1775, groats
21, 89, 141, 2414, groats
23, 112, 157, 2201, groats
20, 144, 113, 2380, groats
23, 71, 180, 2464, groats
22, 68, 153, 2430, groats
22, 154, 124, 3182, groats
23, 107, 157, 2592, groats
27, 89, 160, 2997, groats
24, 93, 153, 3634, groats
24, 94, 138, 2838, groats
23, 155, 117, 3255, groats
24, 87, 158, 3840, groats
27, 75, 164, 2904, groats
23, 107, 148, 3360, groats
27, 98, 149, 3572, groats
18, 127, 122, 3312, groats
24, 100, 145, 3325, groats
24, 98, 161, 3572, groats
26, 117, 150, 3456, groats
28, 101, 161, 4900, groats
22, 127, 130, 3762, groats
23, 90, 147, 3441, groats
23, 87, 149, 3502, groats
21, 99, 159, 2835, groats
21, 83, 156, 2130, groats
25, 83, 173, 2368, groats
23, 128, 138, 2409, groats
23, 158, 131, 2511, groats
24, 77, 159, 2528, groats
24, 92, 164, 2378, groats
26, 81, 155, 2835, groats
24, 114, 145, 3145, groats
21, 150, 126, 2494, groats
20, 118, 123, 3219, groats
21, 159, 130, 2871, groats
26, 89, 171, 3162, groats
18, 129, 127, 2759, groats
23, 92, 156, 3069, groats
24, 60, 171, 2759, groats
25, 102, 153, 3330, groats
23, 100, 169, 3240, groats
24, 74, 165, 2945, groats
25, 69, 163, 3515, groats
28, 98, 167, 4158, groats
20, 76, 182, 3636, groats
18, 126, 132, 3395, groats
19, 131, 123, 4107, groats
25, 66, 158, 5289, groats
26, 96, 148, 2139, groats
18, 78, 169, 1943, groats
24, 80, 157, 2178, groats
25, 102, 158, 2325, groats
24, 90, 144, 2800, groats
20, 113, 122, 2480, groats
26, 96, 180, 2464, groats
23, 99, 152, 2800, groats
22, 136, 146, 2805, groats
25, 95, 153, 3115, groats
24, 84, 171, 3330, groats
22, 104, 135, 3510, groats
24, 86, 177, 3060, groats
20, 116, 145, 3420, groats
25, 95, 159, 3666, groats
23, 93, 156, 4465, groats
23, 92, 158, 3515, groats
21, 125, 141, 3663, groats
25, 91, 162, 3069, groats
23, 98, 171, 3330, groats
24, 96, 144, 3840, groats
18, 112, 143, 3762, groats
24, 102, 182, 3744, groats
29, 85, 153, 3605, groats
21, 128, 132, 1943, groats
25, 98, 159, 1988, groats
27, 87, 159, 2146, groats
23, 107, 157, 2432, groats
27, 83, 156, 2263, groats
26, 77, 155, 2343, groats
23, 90, 165, 2340, groats
24, 88, 147, 2607, groats
23, 110, 135, 2618, groats
23, 94, 187, 2754, groats
25, 105, 160, 2835, groats
22, 87, 164, 2975, groats
23, 134, 114, 2805, groats
20, 153, 133, 2720, groats
25, 74, 159, 2880, groats
27, 104, 149, 2992, groats
27, 79, 149, 2988, groats
22, 124, 140, 3344, groats
24, 78, 174, 3731, groats
25, 91, 145, 3420, groats
23, 119, 139, 3010, groats
22, 112, 164, 3290, groats
23, 88, 156, 3456, groats
19, 105, 143, 3080, groats
21, 135, 117, 3276, groats
21, 89, 161, 3588, groats
23, 148, 117, 3465, groats
24, 110, 135, 3885, groats
23, 87, 168, 4387, groats
23, 86, 158, 1809, groats
25, 66, 166, 1980, groats
27, 74, 172, 1820, groats
25, 105, 160, 1890, groats
27, 82, 167, 2336, groats
27, 94, 158, 2409, groats
26, 106, 151, 2368, groats
19, 147, 123, 2508, groats
22, 116, 136, 2528, groats
27, 94, 158, 2480, groats
25, 89, 170, 2184, groats
24, 77, 158, 2765, groats
25, 80, 172, 2640, groats
29, 87, 152, 2706, groats
24, 78, 137, 2560, groats
25, 73, 175, 2241, groats
24, 87, 158, 3145, groats
27, 90, 156, 3315, groats
20, 157, 128, 3115, groats
24, 84, 154, 3115, groats
27, 90, 155, 3458, groats
22, 90, 167, 3485, groats
26, 70, 167, 3510, groats
16, 124, 117, 2937, groats
24, 86, 157, 3420, groats
21, 122, 150, 3441, groats
21, 131, 134, 3589, groats
21, 107, 164, 5750, groats
20, 122, 132, 7008, groats
25, 87, 175, 2170, groats
21, 80, 189, 1846, groats
22, 90, 187, 2376, groats
23, 108, 153, 2997, groats
27, 91, 149, 2695, groats
22, 131, 142, 2508, groats
23, 87, 153, 2156, groats
25, 78, 167, 2624, groats
22, 128, 133, 2592, groats
23, 72, 153, 2656, groats
22, 125, 129, 2739, groats
27, 80, 160, 2924, groats
27, 52, 157, 2772, groats
19, 86, 160, 2880, groats
23, 110, 160, 2759, groats
28, 83, 163, 3367, groats
23, 80, 163, 3330, groats
22, 91, 149, 3471, groats
23, 106, 171, 3588, groats
18, 122, 123, 3367, groats
23, 126, 156, 3026, groats
22, 181, 86, 3196, groats
23, 81, 169, 3640, groats
25, 92, 166, 3760, groats
25, 82, 158, 3626, groats
23, 129, 144, 3663, groats
22, 97, 150, 3069, groats
21, 88, 188, 3686, groats
22, 132, 139, 3663, groats
29, 103, 141, 3952, groats
26, 67, 161, 3852, groats
23, 69, 177, 3268, groats
26, 96, 144, 2112, groats
20, 141, 116, 2001, groats
23, 83, 168, 1846, groats
26, 76, 167, 2312, groats
25, 77, 156, 2263, groats
22, 123, 135, 2190, groats
24, 57, 182, 2146, groats
32, 74, 138, 2660, groats
25, 78, 171, 2511, groats
23, 95, 158, 2349, groats
26, 79, 158, 2574, groats
24, 94, 149, 1896, groats
27, 98, 141, 2625, groats
23, 74, 159, 2592, groats
24, 106, 149, 2464, groats
19, 123, 168, 2765, groats
25, 89, 169, 2822, groats
18, 104, 140, 2490, groats
24, 102, 145, 3108, groats
23, 82, 146, 2904, groats
19, 162, 115, 3312, groats
23, 107, 155, 3080, groats
25, 82, 158, 3528, groats
27, 88, 177, 3552, groats
22, 108, 128, 3840, groats
21, 106, 152, 3737, groats
19, 117, 144, 3626, groats
21, 78, 167, 3588, groats
22, 88, 153, 4346, groats
23, 70, 167, 1452, groats
26, 86, 154, 2040, groats
31, 74, 156, 2625, groats
22, 81, 174, 2325, groats
23, 94, 154, 2625, groats
26, 81, 160, 2835, groats
26, 70, 175, 2528, groats
23, 123, 139, 3315, groats
25, 79, 164, 2916, groats
24, 76, 171, 3154, groats
24, 134, 120, 3384, groats
24, 85, 174, 3441, groats
22, 88, 163, 2890, groats
23, 106, 144, 3534, groats
20, 105, 126, 3588, groats
24, 103, 143, 3168, groats
25, 77, 152, 3648, groats
24, 77, 162, 3840, groats
22, 126, 127, 4104, groats
29, 87, 146, 1914, groats
24, 102, 155, 1988, groats
26, 83, 154, 2660, groats
23, 97, 153, 2550, groats
24, 79, 155, 2660, groats
22, 124, 138, 2916, groats
27, 86, 149, 2988, groats
25, 120, 140, 2880, groats
22, 68, 170, 2349, groats
25, 91, 148, 2940, groats
24, 109, 136, 3219, groats
31, 56, 183, 3330, groats
18, 120, 85, 3420, groats
24, 93, 143, 3255, groats
24, 91, 162, 3705, groats
14, 157, 83, 3201, groats
24, 92, 141, 3840, groats
27, 79, 142, 3224, groats
23, 99, 137, 2312, groats
21, 95, 145, 2294, groats
15, 109, 91, 1872, groats
26, 92, 166, 2886, groats
23, 132, 122, 2640, groats
29, 61, 166, 2997, groats
24, 100, 148, 2822, groats
28, 78, 160, 2550, groats
23, 100, 151, 2800, groats
26, 86, 158, 2695, groats
23, 70, 152, 3760, groats
25, 85, 172, 2958, groats
23, 84, 163, 2838, groats
27, 87, 150, 3384, groats
21, 117, 131, 3395, groats
25, 85, 141, 4982, groats
21, 96, 164, 3420, groats
22, 101, 152, 3434, groats
26, 109, 159, 3330, groats
23, 82, 168, 3900, groats
98, 123, 31, 7447, groats
25, 93, 142, 2860, groats
23, 96, 157, 2652, groats
16, 131, 150, 1856, groats
23, 74, 173, 2530, groats
23, 81, 160, 2914, groats
23, 62, 164, 2695, groats
24, 109, 152, 2263, groats
24, 69, 141, 2990, groats
24, 67, 164, 3750, groats
90, 32, 32, 6120, groats
26, 70, 150, 2511, groats
24, 70, 142, 3283, groats
24, 86, 160, 2025, groats
24, 77, 162, 3168, groats
25, 75, 156, 3256, groats
23, 87, 155, 4183, groats
17, 133, 123, 3854, groats
20, 82, 143, 3393, groats
25, 85, 141, 3219, groats
24, 76, 158, 3610, groats
24, 93, 161, 3900, groats
23, 75, 156, 3496, groats
24, 110, 144, 3384, groats
21, 101, 144, 4224, groats
24, 73, 178, 3762, groats
27, 97, 140, 1885, groats
24, 66, 166, 1984, groats
27, 63, 159, 2409, groats
19, 79, 154, 2555, groats
20, 76, 138, 2409, groats
24, 79, 139, 2516, groats
