@RELATION ImageDataset

@ATTRIBUTE hue NUMERIC
@ATTRIBUTE saturation NUMERIC
@ATTRIBUTE value NUMERIC
@ATTRIBUTE area NUMERIC
@ATTRIBUTE class {wholegrain, groats, broken}

@DATA
21, 148, 141, 3636, groats
21, 133, 155, 3924, groats
21, 109, 136, 3885, groats
22, 87, 149, 8925, groats
25, 85, 159, 4012, groats
23, 99, 152, 2160, groats
23, 94, 154, 2170, groats
23, 108, 156, 2156, groats
26, 102, 175, 2262, groats
25, 88, 147, 2432, groats
23, 100, 155, 2660, groats
27, 111, 143, 2212, groats
25, 74, 161, 2656, groats
25, 84, 155, 2673, groats
25, 84, 149, 3168, groats
28, 45, 180, 2890, groats
25, 80, 165, 2640, groats
20, 71, 147, 2765, groats
22, 82, 167, 3354, groats
23, 124, 140, 3080, groats
23, 86, 157, 3102, groats
23, 113, 129, 3348, groats
23, 97, 145, 3564, groats
24, 88, 173, 3430, groats
22, 109, 169, 3920, groats
22, 157, 135, 3636, groats
23, 90, 162, 3636, groats
20, 117, 144, 3515, groats
23, 66, 158, 3876, groats
21, 142, 120, 4033, groats
24, 88, 153, 3876, groats
21, 88, 147, 4469, groats
23, 105, 168, 6815, groats
26, 81, 163, 1863, groats
27, 91, 169, 2204, groats
25, 94, 171, 3034, groats
28, 74, 169, 2560, groats
26, 49, 162, 3200, groats
24, 94, 147, 2688, groats
21, 113, 129, 2640, groats
24, 58, 166, 3240, groats
23, 106, 135, 2890, groats
23, 93, 156, 2772, groats
19, 142, 111, 3255, groats
20, 133, 132, 3290, groats
29, 82, 152, 3204, groats
21, 150, 122, 3492, groats
25, 85, 159, 3440, groats
23, 106, 140, 3663, groats
22, 99, 163, 3492, groats
22, 124, 128, 3720, groats
23, 98, 174, 3430, groats
17, 152, 87, 3267, groats
23, 125, 135, 3384, groats
27, 70, 154, 3536, groats
21, 147, 128, 3434, groats
27, 89, 164, 3536, groats
19, 144, 142, 3811, groats
23, 89, 155, 7224, groats
17, 124, 132, 8004, groats
2, 101, 43, 13566, groats
24, 93, 168, 2170, groats
24, 74, 162, 2176, groats
25, 83, 163, 3239, groats
21, 138, 133, 2673, groats
26, 84, 157, 2418, groats
24, 73, 164, 2592, groats
27, 58, 157, 2952, groats
25, 89, 163, 2695, groats
27, 83, 150, 2698, groats
22, 126, 128, 2560, groats
25, 80, 163, 2296, groats
23, 93, 151, 2291, groats
28, 70, 174, 2640, groats
25, 91, 148, 2856, groats
26, 76, 181, 2408, groats
26, 87, 170, 2937, groats
19, 125, 131, 3102, groats
24, 71, 162, 3003, groats
20, 159, 114, 3220, groats
24, 99, 150, 3240, groats
25, 95, 147, 3230, groats
23, 85, 178, 3564, groats
23, 99, 141, 3255, groats
25, 83, 145, 3264, groats
20, 104, 149, 3168, groats
25, 90, 162, 4134, groats
19, 171, 121, 3816, groats
21, 73, 177, 6237, groats
23, 83, 151, 4134, groats
20, 115, 140, 3876, groats
20, 114, 121, 3936, groats
26, 78, 167, 2280, groats
30, 58, 137, 2380, groats
24, 74, 168, 2592, groats
23, 80, 166, 2706, groats
24, 86, 167, 2542, groats
25, 90, 151, 2324, groats
24, 105, 146, 2800, groats
23, 83, 163, 2610, groats
18, 142, 111, 2805, groats
24, 84, 149, 3400, groats
28, 70, 156, 2835, groats
23, 89, 169, 2970, groats
25, 84, 154, 3096, groats
23, 77, 165, 2970, groats
21, 142, 104, 3168, groats
28, 69, 151, 3219, groats
17, 155, 105, 4128, groats
25, 84, 154, 3610, groats
20, 72, 152, 3204, groats
25, 86, 152, 3496, groats
20, 147, 127, 3528, groats
22, 94, 158, 3500, groats
26, 78, 154, 3535, groats
21, 138, 129, 3552, groats
22, 103, 141, 3570, groats
24, 102, 148, 3434, groats
22, 91, 152, 3885, groats
22, 96, 154, 3744, groats
25, 124, 128, 3848, groats
23, 118, 134, 5499, groats
23, 69, 167, 2535, groats
21, 98, 162, 2660, groats
23, 131, 132, 2432, groats
24, 128, 133, 2574, groats
29, 70, 150, 2204, groats
24, 95, 156, 2000, groats
22, 101, 141, 2268, groats
29, 74, 156, 2511, groats
23, 130, 149, 3168, groats
24, 102, 153, 3219, groats
22, 118, 136, 2937, groats
25, 74, 155, 2944, groats
20, 90, 158, 2759, groats
22, 68, 158, 2944, groats
22, 107, 138, 3003, groats
24, 98, 154, 3700, groats
21, 107, 143, 3384, groats
25, 92, 142, 3255, groats
20, 153, 128, 3366, groats
22, 80, 166, 3627, groats
23, 170, 117, 3744, groats
24, 107, 141, 4200, groats
24, 96, 152, 4134, groats
26, 77, 159, 3105, groats
22, 149, 120, 3774, groats
28, 78, 147, 2728, groats
24, 81, 151, 2040, groats
23, 136, 137, 2070, groats
25, 79, 148, 2059, groats
26, 92, 153, 2448, groats
23, 126, 117, 2146, groats
26, 81, 148, 2574, groats
22, 91, 148, 2754, groats
20, 133, 119, 2640, groats
24, 84, 158, 3045, groats
29, 81, 145, 2688, groats
24, 94, 138, 2975, groats
23, 134, 122, 3367, groats
22, 86, 151, 2739, groats
24, 98, 166, 2992, groats
21, 88, 157, 3036, groats
25, 86, 148, 3720, groats
29, 95, 129, 3458, groats
24, 105, 158, 3185, groats
21, 128, 140, 3420, groats
24, 102, 167, 3610, groats
22, 121, 141, 3441, groats
21, 113, 140, 3528, groats
22, 139, 145, 3744, groats
24, 87, 164, 3952, groats
21, 135, 125, 4181, groats
28, 73, 146, 2496, groats
27, 101, 141, 2556, groats
27, 69, 160, 2706, groats
22, 93, 159, 3040, groats
27, 77, 172, 2772, groats
24, 80, 165, 2822, groats
24, 72, 162, 3362, groats
26, 87, 162, 3901, groats
24, 79, 155, 2436, groats
25, 79, 162, 2542, groats
28, 63, 146, 3256, groats
19, 117, 131, 2870, groats
22, 74, 155, 2706, groats
18, 123, 129, 3078, groats
23, 102, 123, 2210, groats
30, 68, 153, 2924, groats
23, 79, 161, 2821, groats
18, 115, 131, 3255, groats
25, 79, 148, 4704, groats
22, 94, 144, 3255, groats
27, 88, 154, 3610, groats
23, 87, 147, 3900, groats
19, 128, 149, 2883, groats
29, 90, 144, 3570, groats
24, 79, 155, 3774, groats
24, 81, 144, 3605, groats
27, 79, 146, 4141, groats
27, 90, 151, 3990, groats
134, 85, 51, 6710, groats
28, 84, 157, 2418, groats
27, 87, 162, 2001, groats
21, 84, 180, 2108, groats
27, 87, 156, 4209, groats
25, 78, 167, 2220, groats
25, 84, 160, 3080, groats
22, 84, 167, 2464, groats
25, 89, 164, 3330, groats
25, 100, 156, 3066, groats
23, 86, 158, 3080, groats
22, 75, 170, 2400, groats
95, 106, 29, 8400, groats
23, 91, 159, 2480, groats
20, 71, 165, 2752, groats
20, 54, 164, 3818, groats
68, 90, 31, 7161, groats
20, 113, 149, 4000, groats
16, 127, 133, 3404, groats
24, 48, 161, 3145, groats
21, 96, 159, 2632, groats
25, 91, 145, 3465, groats
24, 88, 180, 3185, groats
19, 130, 129, 4116, groats
21, 81, 163, 4360, groats
27, 101, 156, 3648, groats
23, 119, 141, 6669, groats
22, 85, 172, 1809, groats
20, 123, 141, 1925, groats
23, 83, 170, 3472, groats
24, 89, 169, 1564, groats
25, 97, 147, 2117, groats
24, 74, 166, 2212, groats
23, 88, 157, 2156, groats
24, 90, 165, 2695, groats
24, 157, 109, 2528, groats
20, 77, 163, 2250, groats
23, 60, 165, 2720, groats
22, 102, 165, 2324, groats
24, 97, 157, 2870, groats
30, 46, 165, 1920, groats
18, 150, 129, 2618, groats
25, 74, 159, 2592, groats
26, 71, 144, 2886, groats
25, 79, 158, 2975, groats
26, 82, 159, 3108, groats
27, 74, 156, 2079, groats
24, 84, 163, 2870, groats
22, 80, 169, 2752, groats
21, 118, 119, 2924, groats
26, 75, 157, 3128, groats
24, 103, 146, 3290, groats
24, 95, 155, 3332, groats
23, 87, 155, 3838, groats
23, 76, 174, 1980, groats
25, 78, 150, 2220, groats
23, 87, 167, 2482, groats
23, 74, 170, 2272, groats
26, 77, 169, 2370, groats
24, 78, 156, 2079, groats
24, 78, 156, 2788, groats
24, 77, 162, 2584, groats
23, 103, 158, 2886, groats
24, 100, 153, 3116, groats
21, 107, 136, 2656, groats
27, 87, 156, 3145, groats
35, 73, 153, 2640, groats
28, 59, 172, 2923, groats
26, 66, 144, 3354, groats
20, 105, 139, 2975, groats
25, 77, 152, 3772, groats
24, 77, 159, 3010, groats
27, 67, 160, 2848, groats
25, 90, 147, 3264, groats
24, 90, 164, 3492, groats
24, 101, 146, 3600, groats
22, 80, 153, 4070, groats
24, 87, 155, 3000, groats
26, 76, 164, 2800, groats
23, 95, 153, 3328, groats
21, 128, 152, 3708, groats
29, 73, 174, 2806, groats
27, 80, 156, 2280, groats
25, 84, 155, 2262, groats
23, 114, 159, 2025, groats
24, 88, 156, 3081, groats
23, 70, 160, 2607, groats
20, 116, 125, 2673, groats
24, 86, 171, 2673, groats
21, 89, 164, 2835, groats
22, 62, 177, 2720, groats
24, 78, 153, 2542, groats
24, 81, 167, 2940, groats
22, 97, 155, 2697, groats
25, 85, 156, 2958, groats
25, 91, 138, 3128, groats
26, 64, 160, 2639, groats
111, 22, 82, 7533, groats
25, 81, 161, 3300, groats
23, 83, 162, 3366, groats
21, 109, 136, 3502, groats
23, 73, 150, 3640, groats
25, 77, 158, 4017, groats
22, 99, 162, 4251, groats
22, 79, 165, 13442, groats
30, 67, 160, 2139, groats
22, 93, 154, 2220, groats
24, 71, 162, 2368, groats
22, 99, 150, 2108, groats
23, 86, 164, 2541, groats
27, 77, 159, 2028, groats
25, 81, 161, 2618, groats
19, 141, 134, 2652, groats
23, 100, 164, 2025, groats
28, 55, 163, 2387, groats
27, 98, 149, 2430, groats
27, 79, 159, 2592, groats
24, 71, 172, 2400, groats
28, 77, 158, 2511, groats
23, 83, 176, 2542, groats
23, 78, 164, 2975, groats
25, 82, 162, 2465, groats
25, 96, 172, 3132, groats
23, 122, 144, 2697, groats
20, 129, 134, 2788, groats
24, 95, 153, 3026, groats
23, 107, 131, 3094, groats
24, 73, 171, 3240, groats
21, 72, 171, 3348, groats
25, 75, 154, 3404, groats
19, 165, 82, 3465, groats
22, 82, 161, 3230, groats
12, 155, 79, 3465, groats
21, 99, 150, 4532, groats
22, 86, 151, 3675, groats
22, 122, 125, 5782, groats
23, 77, 169, 2046, groats
22, 100, 158, 3120, groats
26, 80, 156, 2240, groats
29, 79, 155, 2296, groats
18, 152, 131, 2822, groats
26, 80, 159, 2720, groats
29, 70, 165, 2666, groats
25, 86, 149, 2436, groats
24, 91, 159, 2490, groats
21, 84, 157, 2788, groats
25, 80, 163, 2871, groats
21, 77, 160, 2838, groats
20, 145, 121, 3080, groats
23, 159, 128, 2848, groats
24, 87, 161, 3080, groats
23, 81, 163, 2436, groats
27, 80, 169, 3293, groats
27, 82, 161, 3003, groats
22, 96, 159, 3441, groats
21, 120, 149, 3572, groats
23, 100, 143, 3680, groats
22, 85, 159, 3072, groats
22, 81, 160, 4042, groats
21, 126, 136, 3168, groats
22, 118, 160, 3960, groats
27, 91, 157, 3468, groats
23, 85, 165, 3774, groats
24, 88, 169, 3744, groats
24, 107, 169, 3648, groats
25, 90, 148, 3240, groats
27, 99, 159, 2208, groats
30, 70, 157, 2232, groats
24, 74, 161, 2130, groats
26, 82, 152, 2660, groats
22, 72, 171, 3108, groats
24, 80, 163, 2387, groats
24, 82, 162, 2204, groats
23, 77, 152, 2607, groats
26, 74, 162, 2320, groats
25, 66, 150, 2291, groats
28, 82, 153, 1920, groats
23, 72, 164, 2652, groats
24, 86, 154, 2387, groats
25, 101, 152, 2592, groats
24, 84, 142, 3034, groats
31, 72, 145, 3154, groats
19, 73, 175, 2739, groats
26, 86, 142, 2624, groats
22, 110, 153, 3115, groats
18, 84, 169, 3080, groats
20, 72, 163, 2970, groats
23, 92, 149, 3306, groats
22, 114, 143, 3196, groats
20, 131, 115, 3492, groats
21, 110, 150, 3264, groats
22, 145, 135, 3420, groats
22, 107, 162, 3333, groats
21, 124, 140, 4120, groats
19, 128, 151, 3783, groats
18, 80, 165, 3876, groats
25, 73, 157, 2736, groats
16, 135, 100, 4116, groats
26, 92, 153, 2146, groats
22, 83, 160, 2128, groats
24, 78, 190, 2574, groats
25, 90, 147, 2520, groats
20, 78, 151, 2590, groats
28, 79, 154, 3034, groats
25, 89, 158, 2240, groats
29, 85, 144, 3078, groats
24, 103, 148, 2890, groats
24, 85, 177, 2465, groats
26, 72, 142, 3230, groats
23, 124, 125, 2784, groats
23, 99, 141, 3115, groats
23, 99, 152, 2924, groats
25, 72, 173, 2610, groats
24, 65, 157, 2937, groats
24, 112, 146, 2580, groats
23, 80, 159, 3348, groats
21, 123, 120, 2816, groats
24, 86, 154, 3240, groats
20, 97, 153, 3003, groats
27, 75, 156, 3534, groats
22, 100, 146, 3465, groats
24, 87, 158, 3267, groats
22, 162, 115, 3914, groats
22, 141, 132, 3700, groats
24, 78, 144, 3876, groats
20, 138, 140, 3922, groats
23, 71, 150, 4068, groats
28, 72, 148, 2142, groats
24, 53, 153, 2414, groats
27, 79, 155, 2368, groats
25, 84, 154, 2368, groats
25, 77, 165, 2584, groats
27, 75, 166, 1950, groats
27, 81, 160, 2607, groats
24, 82, 149, 2370, groats
24, 77, 155, 2573, groats
28, 60, 162, 2788, groats
21, 77, 182, 2880, groats
28, 68, 165, 2871, groats
24, 75, 153, 2871, groats
27, 79, 162, 2730, groats
24, 68, 157, 3115, groats
22, 84, 155, 2300, groats
24, 104, 145, 3325, groats
30, 74, 142, 3822, groats
19, 81, 157, 3705, groats
26, 57, 157, 2816, groats
24, 75, 164, 3332, groats
23, 88, 150, 3700, groats
22, 103, 138, 7416, groats
20, 165, 105, 3150, groats
24, 77, 156, 4120, groats
24, 96, 156, 3708, groats
19, 105, 143, 3745, groats
24, 84, 151, 2130, groats
21, 97, 145, 1960, groats
22, 105, 143, 2618, groats
25, 89, 137, 2128, groats
24, 82, 149, 3003, groats
27, 85, 156, 2291, groats
15, 113, 126, 2511, groats
19, 133, 132, 2624, groats
29, 63, 167, 2618, groats
25, 76, 157, 2370, groats
25, 79, 164, 2800, groats
27, 79, 159, 2739, groats
27, 53, 165, 2656, groats
28, 85, 150, 2958, groats
20, 81, 132, 3132, groats
26, 117, 146, 3145, groats
25, 68, 154, 2728, groats
18, 111, 149, 3010, groats
19, 102, 150, 3220, groats
22, 102, 147, 3395, groats
26, 109, 159, 3312, groats
23, 88, 153, 3626, groats
26, 100, 150, 4324, groats
22, 88, 154, 3264, groats
23, 89, 157, 3330, groats
25, 94, 144, 3762, groats
25, 84, 157, 3400, groats
23, 114, 150, 3450, groats
21, 114, 145, 2400, groats
22, 79, 167, 2184, groats
26, 60, 165, 3116, groats
23, 81, 173, 2997, groats
25, 108, 149, 2175, groats
20, 90, 151, 2640, groats
23, 105, 151, 2720, groats
26, 64, 163, 2822, groats
18, 100, 161, 2436, groats
22, 84, 160, 2349, groats
22, 89, 155, 2970, groats
23, 75, 150, 3102, groats
22, 100, 133, 4356, groats
23, 95, 147, 3589, groats
24, 114, 143, 3626, groats
22, 91, 146, 2716, groats
20, 107, 167, 3496, groats
24, 102, 145, 3939, groats
21, 139, 110, 3838, groats
20, 95, 170, 3589, groats
20, 74, 152, 3264, groats
24, 82, 147, 3468, groats
20, 131, 125, 3424, groats
27, 74, 152, 2304, groats
29, 79, 154, 3599, groats
25, 65, 172, 2508, groats
18, 131, 140, 2886, groats
25, 83, 147, 2496, groats
26, 95, 159, 3360, groats
23, 118, 145, 3042, groats
24, 100, 169, 3388, groats
26, 81, 154, 2904, groats
23, 87, 150, 3827, groats
25, 71, 172, 3116, groats
20, 97, 134, 3600, groats
24, 94, 158, 4136, groats
23, 126, 128, 3255, groats
24, 77, 162, 6622, groats
22, 115, 137, 3366, groats
24, 56, 178, 3465, groats
24, 139, 123, 3312, groats
19, 128, 147, 3348, groats
24, 140, 122, 3956, groats
28, 93, 157, 4085, groats
24, 74, 176, 3515, groats
26, 93, 164, 3478, groats
20, 127, 135, 3465, groats
23, 89, 149, 3332, groats
25, 90, 148, 4141, groats
22, 97, 147, 3700, groats
25, 74, 155, 4251, groats
27, 90, 165, 1980, groats
24, 84, 160, 2850, groats
27, 91, 149, 2368, groats
22, 117, 175, 2560, groats
26, 98, 156, 2835, groats
21, 83, 170, 2686, groats
29, 99, 142, 1950, groats
27, 75, 166, 2430, groats
27, 65, 148, 2924, groats
25, 81, 166, 2720, groats
24, 98, 153, 2592, groats
19, 86, 166, 3116, groats
30, 75, 149, 3034, groats
21, 129, 138, 2686, groats
25, 102, 152, 2970, groats
24, 71, 170, 3069, groats
24, 78, 156, 2706, groats
22, 87, 149, 2850, groats
24, 85, 153, 3589, groats
23, 86, 164, 3008, groats
26, 86, 152, 3705, groats
24, 94, 163, 4320, groats
20, 157, 127, 3564, groats
20, 97, 161, 3255, groats
22, 133, 152, 3663, groats
28, 87, 158, 4128, groats
19, 106, 157, 7301, groats
25, 84, 158, 2553, groats
26, 87, 146, 2280, groats
20, 144, 129, 2528, groats
25, 66, 170, 2516, groats
24, 76, 177, 2924, groats
25, 89, 166, 2296, groats
25, 88, 162, 2688, groats
22, 75, 180, 3237, groats
24, 87, 153, 2449, groats
26, 66, 155, 2560, groats
25, 76, 145, 3185, groats
18, 80, 168, 3382, groats
23, 100, 156, 3913, groats
20, 91, 177, 7373, groats
23, 102, 155, 3528, groats
23, 110, 134, 3478, groats
25, 83, 160, 3468, groats
22, 112, 150, 2958, groats
25, 77, 162, 3737, groats
21, 138, 120, 3531, groats
25, 99, 160, 2232, groats
21, 112, 152, 2485, groats
23, 108, 144, 2272, groats
25, 110, 155, 2774, groats
27, 71, 172, 2370, groats
22, 82, 155, 2666, groats
31, 79, 168, 3192, groats
30, 61, 160, 2772, groats
25, 77, 156, 2924, groats
24, 71, 165, 2720, groats
22, 84, 139, 3330, groats
24, 106, 145, 3600, groats
25, 82, 156, 2842, groats
25, 76, 158, 3724, groats
23, 86, 161, 3885, groats
25, 90, 133, 4140, groats
26, 78, 164, 2548, groats
26, 101, 156, 3672, groats
22, 93, 157, 3724, groats
22, 134, 133, 4407, groats
25, 80, 141, 6525, groats
29, 61, 176, 3978, groats
25, 79, 162, 2310, groats
27, 101, 144, 3154, groats
24, 99, 149, 2387, groats
24, 83, 151, 2800, groats
25, 64, 174, 2886, groats
26, 65, 184, 3081, groats
28, 81, 155, 2924, groats
26, 99, 155, 2673, groats
28, 94, 158, 2604, groats
29, 55, 176, 2673, groats
25, 85, 188, 3115, groats
24, 76, 145, 3312, groats
23, 97, 144, 2730, groats
25, 83, 147, 3024, groats
23, 93, 157, 2944, groats
20, 109, 152, 2852, groats
23, 79, 142, 2976, groats
29, 86, 133, 4000, groats
23, 120, 140, 3196, groats
20, 145, 128, 3663, groats
26, 88, 163, 3234, groats
23, 83, 168, 3570, groats
21, 110, 132, 3605, groats
24, 69, 170, 3200, groats
21, 117, 133, 4329, groats
20, 123, 114, 4510, groats
21, 74, 156, 2775, groats
26, 79, 152, 2240, groats
25, 74, 175, 2772, groats
27, 106, 142, 2652, groats
22, 94, 171, 2204, groats
19, 82, 168, 2905, groats
22, 108, 156, 2079, groats
25, 86, 152, 2511, groats
22, 96, 154, 2550, groats
28, 72, 153, 3293, groats
26, 91, 154, 2407, groats
22, 114, 130, 3627, groats
24, 67, 153, 2581, groats
22, 140, 129, 3325, groats
29, 85, 159, 3136, groats
19, 106, 144, 3724, groats
21, 85, 162, 2821, groats
26, 96, 149, 3196, groats
26, 87, 165, 3360, groats
23, 74, 149, 3432, groats
21, 98, 153, 3420, groats
28, 82, 164, 3978, groats
28, 83, 145, 3500, groats
23, 113, 126, 6996, groats
16, 141, 139, 4095, groats
23, 86, 164, 3210, groats
23, 88, 166, 2356, groats
25, 82, 155, 3116, groats
24, 80, 160, 2460, groats
23, 72, 156, 2964, groats
24, 86, 152, 2573, groats
27, 84, 157, 2975, groats
24, 70, 156, 2656, groats
22, 126, 128, 3696, groats
27, 107, 143, 2960, groats
25, 74, 172, 2480, groats
22, 132, 131, 2890, groats
22, 91, 160, 2465, groats
25, 81, 151, 2992, groats
25, 99, 155, 2759, groats
24, 99, 154, 3230, groats
22, 143, 127, 3230, groats
24, 78, 141, 3420, groats
21, 77, 193, 3168, groats
24, 93, 145, 3420, groats
23, 118, 138, 3264, groats
28, 85, 153, 4312, groats
24, 90, 165, 3492, groats
26, 94, 157, 3876, groats
23, 67, 183, 6700, groats
20, 117, 144, 3708, groats
23, 89, 155, 3708, groats
23, 88, 159, 3502, groats
25, 137, 138, 3885, groats
25, 82, 164, 4494, groats
23, 78, 170, 2730, groats
24, 76, 174, 2340, groats
27, 91, 145, 3960, groats
26, 81, 154, 3432, groats
21, 86, 163, 2856, groats
22, 96, 149, 2430, groats
29, 76, 157, 2706, groats
26, 91, 163, 2988, groats
28, 61, 158, 2673, groats
25, 71, 154, 2720, groats
25, 97, 147, 2880, groats
24, 94, 162, 2688, groats
26, 84, 151, 2838, groats
26, 90, 148, 3185, groats
22, 108, 144, 2988, groats
27, 99, 149, 2871, groats
27, 95, 166, 3880, groats
25, 92, 144, 3010, groats
28, 90, 148, 3080, groats
28, 76, 165, 3128, groats
24, 120, 136, 3196, groats
23, 76, 164, 3045, groats
24, 103, 154, 3193, groats
27, 84, 152, 3978, groats
25, 83, 157, 3811, groats
27, 94, 169, 3332, groats
25, 68, 169, 3264, groats
21, 103, 143, 3848, groats
25, 87, 150, 4214, groats
19, 120, 102, 1250, groats
21, 81, 164, 2294, groats
27, 77, 155, 2294, groats
27, 54, 164, 4389, groats
24, 74, 156, 2849, groats
28, 76, 155, 2805, groats
23, 98, 141, 3145, groats
26, 79, 159, 3060, groats
23, 89, 154, 2765, groats
30, 88, 139, 2805, groats
23, 124, 138, 3293, groats
21, 77, 168, 3420, groats
21, 108, 142, 3404, groats
27, 91, 152, 2880, groats
20, 84, 143, 3135, groats
25, 92, 144, 3395, groats
26, 72, 149, 4116, groats
27, 84, 145, 3168, groats
28, 86, 146, 2376, groats
25, 69, 191, 2976, groats
23, 108, 146, 3738, groats
17, 72, 166, 3528, groats
26, 84, 151, 2905, groats
26, 65, 156, 3500, groats
22, 95, 161, 3552, groats
30, 78, 148, 3560, groats
26, 100, 146, 3384, groats
22, 88, 156, 3168, groats
20, 111, 133, 3605, groats
21, 92, 171, 2904, groats
28, 86, 145, 3885, groats
23, 149, 113, 4370, groats
24, 74, 148, 2378, groats
21, 69, 191, 2176, groats
25, 91, 148, 2555, groats
27, 73, 158, 2880, groats
18, 96, 156, 3403, groats
20, 80, 165, 2765, groats
25, 88, 154, 2214, groats
24, 78, 156, 3182, groats
25, 80, 146, 3306, groats
24, 68, 175, 2805, groats
23, 98, 149, 2560, groats
25, 88, 151, 3096, groats
29, 109, 143, 3276, groats
25, 89, 144, 2752, groats
19, 138, 102, 3456, groats
25, 104, 149, 3528, groats
23, 87, 143, 3880, groats
25, 76, 150, 3496, groats
19, 113, 140, 3441, groats
25, 78, 163, 3135, groats
27, 65, 153, 3515, groats
20, 101, 147, 4141, groats
25, 87, 150, 3737, groats
28, 50, 183, 3465, groats
24, 79, 155, 3589, groats
23, 126, 130, 3255, groats
21, 135, 132, 4059, groats
21, 117, 135, 2552, groats
17, 127, 122, 3959, groats
26, 74, 162, 2484, groats
25, 79, 151, 1840, groats
25, 72, 153, 2607, groats
24, 69, 173, 2635, groats
24, 95, 142, 3724, groats
24, 86, 142, 2880, groats
24, 73, 150, 2912, groats
24, 103, 149, 2368, groats
24, 92, 156, 4747, groats
23, 65, 165, 2822, groats
24, 81, 151, 2706, groats
26, 96, 146, 3040, groats
22, 111, 143, 3232, groats
20, 44, 149, 3465, groats
24, 76, 164, 4182, groats
25, 80, 159, 4104, groats
22, 66, 165, 3672, groats
20, 101, 144, 4028, groats
24, 88, 166, 4070, groats
30, 77, 139, 3944, groats
27, 82, 165, 2812, groats
23, 78, 150, 3286, groats
21, 128, 147, 2982, groats
25, 90, 148, 2448, groats
24, 96, 160, 2625, groats
27, 71, 168, 4161, groats
24, 88, 171, 2701, groats
21, 64, 168, 2628, groats
25, 79, 152, 3774, groats
17, 140, 131, 3081, groats
22, 113, 153, 2952, groats
24, 59, 173, 3306, groats
23, 90, 167, 3367, groats
24, 77, 159, 2686, groats
18, 110, 149, 3276, groats
18, 131, 138, 3744, groats
20, 125, 131, 3354, groats
24, 96, 149, 2992, groats
22, 105, 80, 3256, groats
19, 83, 176, 3115, groats
26, 94, 138, 3432, groats
25, 96, 156, 3690, groats
25, 86, 154, 3420, groats
27, 88, 157, 3627, groats
24, 99, 149, 3552, groats
26, 83, 187, 3672, groats
21, 121, 183, 4747, groats
21, 117, 140, 6720, groats
26, 96, 152, 2409, groats
24, 79, 180, 1846, groats
26, 89, 158, 2160, groats
24, 86, 145, 2574, groats
24, 85, 165, 2464, groats
22, 99, 149, 2835, groats
25, 77, 163, 2574, groats
21, 122, 148, 2592, groats
29, 81, 136, 2905, groats
23, 72, 153, 2212, groats
24, 83, 166, 2720, groats
23, 120, 136, 3080, groats
24, 93, 161, 3132, groats
22, 90, 176, 3045, groats
23, 105, 167, 3458, groats
23, 90, 145, 2635, groats
28, 90, 144, 3572, groats
22, 114, 139, 3420, groats
20, 146, 119, 3293, groats
19, 110, 158, 3440, groats
25, 80, 157, 3456, groats
22, 104, 144, 4158, groats
26, 106, 157, 4410, groats
23, 99, 159, 3876, groats
24, 97, 155, 3468, groats
22, 102, 158, 3939, groats
19, 114, 139, 2448, groats
23, 110, 144, 2310, groats
31, 84, 171, 2001, groats
27, 86, 160, 2059, groats
24, 96, 151, 2310, groats
24, 97, 150, 2496, groats
20, 89, 160, 3154, groats
24, 98, 170, 3071, groats
22, 123, 139, 3034, groats
25, 101, 162, 2890, groats
23, 71, 161, 2765, groats
20, 139, 138, 2805, groats
22, 97, 168, 2697, groats
25, 79, 164, 3204, groats
24, 100, 146, 3344, groats
24, 93, 145, 2958, groats
26, 71, 165, 3196, groats
23, 84, 180, 3666, groats
21, 142, 122, 3220, groats
27, 86, 161, 2976, groats
26, 103, 143, 3325, groats
28, 72, 160, 3724, groats
23, 117, 139, 3895, groats
31, 76, 147, 3589, groats
21, 100, 133, 3404, groats
25, 99, 159, 3605, groats
27, 87, 170, 2336, groats
26, 99, 155, 2272, groats
23, 98, 164, 2117, groats
23, 100, 163, 2905, groats
20, 135, 153, 2656, groats
25, 93, 150, 2673, groats
20, 118, 153, 2856, groats
24, 92, 156, 3608, groats
23, 92, 160, 2988, groats
11, 98, 70, 2494, groats
20, 107, 133, 3219, groats
25, 86, 169, 3916, groats
22, 82, 168, 3182, groats
24, 97, 155, 3367, groats
21, 117, 131, 3132, groats
18, 101, 146, 3220, groats
22, 83, 165, 3560, groats
19, 108, 153, 3220, groats
25, 82, 156, 2945, groats
26, 104, 152, 3384, groats
24, 86, 163, 3552, groats
21, 117, 148, 3549, groats
21, 59, 164, 12744, groats
24, 99, 147, 3920, groats
28, 80, 162, 2130, groats
19, 141, 143, 2516, groats
27, 72, 167, 4002, groats
27, 81, 160, 2280, groats
26, 115, 144, 2400, groats
23, 96, 146, 2016, groats
24, 94, 157, 2754, groats
28, 106, 152, 2880, groats
27, 91, 173, 2436, groats
27, 99, 137, 2788, groats
22, 133, 144, 2856, groats
22, 97, 158, 2940, groats
21, 163, 111, 2838, groats
24, 96, 154, 2838, groats
24, 87, 164, 2890, groats
22, 106, 147, 2970, groats
23, 106, 156, 2904, groats
18, 112, 157, 3640, groats
26, 102, 150, 2730, groats
20, 111, 152, 3219, groats
23, 77, 175, 3720, groats
22, 90, 167, 3102, groats
23, 98, 141, 3588, groats
23, 91, 152, 3115, groats
16, 148, 100, 3182, groats
22, 88, 160, 3626, groats
28, 96, 143, 3399, groats
